Organization Name,Networks Shared With Me,Networks I'm Sharing
Fairfax OH PD,"Fairfax OH PD (Live View),Fairfax OH PD",
Meriwether County GA SO,"Meriwether County GA SO (FLEX) ,Meriwether County GA SO",Dawson County GA SO
Glynn County GA PD ,Glynn County GA PD ,Dawson County GA SO
Liberty County GA SO,Liberty County GA SO ,Dawson County GA SO
Richmond Hill GA PD,Richmond Hill GA PD,Dawson County GA SO
Sevier County TN SO,Sevier County TN SO,
Perry GA PD,"Perry GA PD (Live Video) ,Perry GA PD - Redspeed,Perry GA PD,Perry GA PD (Flex)",Dawson County GA SO
Dougherty County GA PD ,"Dougherty County GA PD ,Dougherty County GA PD (Condors)",Dawson County GA SO
Norcross GA PD,"Norcross GA PD - Redspeed,Norcross GA PD (Flex),Norcross GA PD",Dawson County GA SO
Monroe GA PD,Monroe GA PD,Dawson County GA SO
Walker County GA SO,"Walker County GA SO,Fort Worth HOA Demo",Dawson County GA SO
Georgia Bureau of Investigation (GBI),Georgia Bureau of Investigation,Dawson County GA SO
Tattnall County GA SO,Tattnall County GA SO,Dawson County GA SO
Crisp County GA SO,"Crisp County GA SO,GA-Crisp County SO Wing,Crisp County GA SO Condor",Dawson County GA SO
Fulton MS PD,Fulton MS PD,
Jackson County GA SO,Jackson County GA SO,Dawson County GA SO
Baker County GA SO,"Baker County GA SO,Baker County GA SO (CONDOR)",Dawson County GA SO
Hancock County IN SO,Hancock County IN SO,
Chadbourn NC PD,Chadbourn NC PD,
Dream Finders Home (GA),"Harris Creek (GA),Fern Dale (GA),Creekbend Overlook (GA),Stonewall Station (GA)",
Harris County GA SO,"Harris County GA SO,Harris County GA SO Falcon Flex",Dawson County GA SO
Evans County GA SO,Evans County GA SO,Dawson County GA SO
City of Berkeley Lake (GA),City of Berkeley Lake (GA),
Maryville TN PD,Maryville TN PD,
Franklin County GA SO,Franklin County GA SO,Dawson County GA SO
Collier County FL SO,Collier County FL SO,
Atlanta GA PD,"Atlanta GA PD Airport Division,Atlanta GA PD - Genetec,Atlanta GA PD,Atlanta GA PD (LR) ",Dawson County GA SO
Alcoa TN PD,Alcoa TN PD,
Cedartown GA PD,"Cedartown GA PD,Cedartown GA PD Condor,Cedartown GA PD - Redspeed",Dawson County GA SO
Gray GA PD ,"Gray GA PD Condor,Gray GA PD ",Dawson County GA SO
Hillside IL PD,Hillside IL PD,
Northport AL PD,Northport AL PD,
GA - Georgia Piedmont Technical College ,"GA - Georgia Piedmont Technical College (RAVEN),Georgia Piedmont Technical College Campus PD ",Dawson County GA SO
Euharlee GA PD,"Euharlee GA PD (Condor),Euharlee GA PD",Dawson County GA SO
Valdosta State University GA PD,Valdosta State Univ GA PD,Dawson County GA SO
Marietta GA PD,"Marietta GA PD - Falcon,Marietta GA PD - Flex,Marietta GA PD - Raven,Marietta GA PD - Condor",Dawson County GA SO
Ancient City Capital,"Autumn Trace Apts (MS),Bandywood (MS),FOUNTAIN CITY APARTMENTS LLC (GA),Brookwood Apartments (LA),2018 IAVF TIMBER OAKS LLC (IL),Greenbrier Apartments (WV),HHF - McDaniels Street (GA),Patriot Grove (MS),Village Hills Apartments (WV),Social 1600 (FL),AHPC PROSPER FAIRWAYS APARTMENTS LLC (SC) ,AHPC Verandas at Rocky Ridge 2021 LLC (AL),AHPC Hub Tallahassee LLC (Ocala Rd) (FL),Patriot Plaza (FL),PSG Pine Forest Park (TX),AHPC Lakeview at Cottage Hill 2021 LLC (AL),Crestview at Cordova (FL) ,Iberia South (LA),Patriot Grove,AHPC Orchard Park 2021 LLC (SC) ,Sunset on the Bayou (AL),AHPC Vista Towers 2021 LLC (SC),2018 IAVF PRAIRIE VIEW LLC (IL),The Cove at NOLA (LA),Gardenia Grove (MS),Bern-Mas (LA),Regency Woods (MS),AHPC Inverness Lakes 2021 LLC (AL),Kingston Point (LA),Eban Village (TX),Beacon Pointe (MS),AHPC Cordova Regency (FL) ,AHPC PARKS AT RIVERCREST LLC (SC),PSG Vesta Derby Oaks LLC (KY),Granada Square (MS),AHPC Plantations at Pine Lake (FL),The Rubix (Patriot Suites) (NV),AHPC SOCIAL TALLAHASSEE LLC (FL),MILLENNIA JAX 2021 LLC (FL),AHPC TROPICAL RIDGE APARTMENTS LLC,ALPINE APARTMENT HOMES LLC (GA),AHPC Terraces at Fieldstone Apartments LLC (GA)",
Athens-Clarke County GA PD,"Athens Clarke County GA PD,Athens-Clarke County GA Department of Solid Waste ",Dawson County GA SO
Banks County GA SO,"Banks County GA SO,Banks County GA SO (Flex)",Dawson County GA SO
Wrens GA PD,Wrens GA PD - RedSpeed,
Eatonton GA PD,"Eatonton GA PD,Eatonton GA PD Condor",Dawson County GA SO
Sikeston MO DPS,Sikeston MO PD,
Lawrence County AL SO,Lawrence County AL SO,
Lafayette TN PD,Lafayette TN PD,
Morrow GA PD ,"Morrow GA PD - Redspeed,City of Morrow (GA)",Dawson County GA SO
Maggie Valley NC PD,Maggie Valley NC PD,
Clayton NC PD ,"Clayton NC PD,Clayton NC PD (Flex)",
Augusta University GA PD ,"Augusta University GA PD (FLEX),Augusta University GA PD ",Dawson County GA SO
Oglethorpe County GA SO,Oglethorpe County GA SO,Dawson County GA SO
Loganville GA PD,Loganville GA PD,Dawson County GA SO
Hoopeston IL PD ,Hoopeston IL PD ,
Cherokee County GA SO,Cherokee County GA SO,Dawson County GA SO
Cookeville TN PD,Cookeville TN PD,
Forest Park GA PD,Forest Park GA PD,Dawson County GA SO
Cobb County GA PD,"Cobb County Parks & Rec,Cobb County GA PD",Dawson County GA SO
Lovejoy GA PD,Lovejoy GA PD ,Dawson County GA SO
Jones County SO - GA,"Jones County GA SO (Condor),Jones County GA SO Flex,Jones County GA SO",Dawson County GA SO
Whitfield County GA SO,Whitfield County GA SO,Dawson County GA SO
Dyer County TN SO,Dyer County TN SO ,
Atlanta Police Foundation,Atlanta Police Foundation,
Dare County NC SO,Dare County NC SO,
Duluth GA PD,"Duluth GA PD,Duluth GA PD - RedSpeed",Dawson County GA SO
Chamblee GA PD,"Chamblee GA PD,Chamblee GA PD - Redspeed,Chamblee GA PD (Condor)",Dawson County GA SO
Davidson NC PD,"Davidson NC PD,Town of Davidson NC - Wing Live",
University of North Georgia PD (GA),"University of North Georgia PD Flex,University of North Georgia ",Dawson County GA SO
Fort Worth TX PD ,"Fort Worth TX PD PID #11 Stockyards,Fort Worth Code Compliance,Fort Worth TX PD - Las Vegas Trail,East Lancaster PID,Fort Worth TX PD - Milestone Live PTZ,Fort Worth TX PD - Wing LVT,Sun Valley PID,Fort Worth TX PD Wing LPR Cameras (Q1700),Fort Worth TX PD - PID 7 Heritage,Fort Worth TX PD",
Wells County IN SO,Wells County IN SO,
Lamar County GA SO,"Lamar County SO GA,Lamar County SO GA Flex",Dawson County GA SO
Cobb County GA SO,Cobb County GA SO,
Cartersville GA PD,Cartersville GA PD,Dawson County GA SO
Jonesboro GA PD,"Jonesboro GA PD - Redspeed,Jonesboro GA PD (Flex),Jonesboro GA PD",Dawson County GA SO
Lexington NC PD ,Lexington NC PD ,
Georgia Gwinnett College PD,Georgia Gwinnett College PD,
Conyers GA PD,Conyers GA PD,Dawson County GA SO
Madison GA PD,"Madison GA PD,Madison GA PD (Flex)",Dawson County GA SO
Coolidge GA PD,"Coolidge GA PD,Coolidge GA PD (Condor)",Dawson County GA SO
Lake City GA PD,"Lake City GA PD (Wing) ,Lake City GA PD",Dawson County GA SO
Jasper County IN SO,Jasper County IN SO,
Pickens County GA SO,"Pickens County GA SO,Pickens County GA SO - Redspeed,Pickens County GA SO (FLEX) ",Dawson County GA SO
Fitzgerald GA PD,Fitzgerald GA PD - Falcon,Dawson County GA SO
Orange County FL SO,Orange County FL SO,
Ludowici GA PD,"City of Ludowici,Ludowici GA PD Condor",Dawson County GA SO
Henry County GA PD,"Henry County GA PD,Henry County GA - Wing LVI (Redspeed),Henry County GA PD - Wing,Henry County GA PD - Condor",Dawson County GA SO
Newnan GA PD,Newnan GA PD,Dawson County GA SO
Bloomfield NM PD,Bloomfield NM PD,
Barrow County GA SO,"Barrow County SO GA (Flex),Barrow County GA SO (Falcon),Barrow County GA SO (Condor),Barrow County GA SO - Wing Suite",Dawson County GA SO
South Sioux City NE PD ,South Sioux City NE PD ,
Adrian MI PD,Adrian MI PD,
Warner Robins GA PD,"Warner Robins PD (GA) - Flex,Warner Robins GA PD - Wing (Redspeed),Warner Robins GA PD",Dawson County GA SO
Carroll County OH SO,Carroll County OH SO,
McIntyre GA PD,"McIntyre GA PD,McIntyre GA PD (Condor)",
Fulshear TX PD,Fulshear TX PD,
Sedgwick KS PD,Sedgwick KS PD,
Hiawassee GA PD,Hiawassee GA PD,Dawson County GA SO
Gordon State College PD (GA),Gordon State College PD (GA),
Sale City GA PD ,"Sale City GA PD (Flex) ,Sale City GA PD",Dawson County GA SO
Lancaster County SC SO ,"Lancaster County SC SO (Flex),Lancaster County SC SO",
Acworth GA PD,"Acworth GA PD (Flex),Acworth GA PD",Dawson County GA SO
Rossville GA PD,"Rossville GA PD,Rossville GA PD (Condor)",Dawson County GA SO
Smyrna GA PD,"Smyrna GA PD (Flex),Smyrna GA PD",Dawson County GA SO
McDonough GA PD,"McDonough GA PD - RedSpeed,McDonough GA PD,McDonough GA PD (Condor),McDonough GA PD - Raven",Dawson County GA SO
Fulton County Schools PD (GA),"Fulton County Schools GA North Campuses,Fulton County Schools GA South Campuses",
Hall County GA SO,"Hall County GA SO (Flex),Hall County GA SO Demo Condors,Hall CO GA SO - Wing LVI,Hall County GA SO - Wing LVI,Hall County GA SO",Dawson County GA SO
Spartanburg County SC SO,Spartanburg County SC SO (Flex),
Waycross GA PD,Waycross GA PD,Dawson County GA SO
O'Fallon MO PD,"O'Fallon MO PD,O'Fallon MO PD (Flex)",
Pittsboro IN PD,Pittsboro IN PD,
Covington GA PD,"Covington GA PD,Covington Housing Authority ",Dawson County GA SO
Albany GA PD,"Albany GA PD Raven,Albany GA PD,Albany GA PD Condor,Albany GA PD - Wing LVI (Redspeed)",Dawson County GA SO
Knox County TN SO,Knox County TN SO,
Vidalia GA PD,"Vidalia GA PD (Redspeed),Vidalia GA PD",Dawson County GA SO
Bibb County SO GA,"Bibb County GA SO (LR),Bibb County GA SO ",Dawson County GA SO
Danielsville GA PD,Danielsville GA PD,Dawson County GA SO
Forest Park OH PD,Forest Park OH PD,Dawson County GA SO
Matteson IL PD,Matteson IL PD,
Dodge County GA SO,Dodge County GA SO,Dawson County GA SO
Lake Park GA PD,Lake Park GA PD,Dawson County GA SO
Hart County GA SO,Hart County GA SO,Dawson County GA SO
Lowndes County GA SO,Lowndes County GA SO ,Dawson County GA SO
Flowery Branch GA PD,Flowery Branch GA PD,Dawson County GA SO
Grovetown GA PD,Grovetown Dept of Public Safety GA,Dawson County GA SO
Surry County NC SO,"Surry County SO (NC) (Flex),Surry County SO (NC)",
Dunwoody GA PD,"Dunwoody GA PD,Dunwoody GA Parks",
Montezuma GA PD,Montezuma GA PD,Dawson County GA SO
Oakwood GA PD,Oakwood GA PD,Dawson County GA SO
Carroll County GA SO,Carroll County GA SO,Dawson County GA SO
Parkstone (GA),Parkstone (GA),
Dallas GA PD,"Dallas GA PD (Condor),Dallas GA PD",Dawson County GA SO
Sullivan County IN SO,Sullivan County IN SO,
Columbia County GA SO,Columbia County GA SO,Dawson County GA SO
Rabun County GA SO,"Rabun County GA SO (Flex),Rabun County GA SO ",Dawson County GA SO
Auburn GA PD ,Auburn GA PD,Dawson County GA SO
DeKalb County GA PD,"DeKalb County GA PD (GSD),DeKalb County PD Parks - LPR,Gresham Park Rec Center - Avigilon,Dekalb County GA PD - LPR",Dawson County GA SO
Cullman County AL SO,Cullman County SO (AL),
Town of Hildebran (NC),Town of Hildebran (NC),
Houston County GA District Attorney's Office,"Houston County, Georgia",
AL - Jacksonville State University Campus PD,Jacksonville State University Campus PD (AL),
Darlington County SC SO,Darlington County SC SO,
Brooklet GA PD,Brooklet GA PD,Dawson County GA SO
Columbus GA PD,"Columbus GA PD,Columbus PD Falcon Flex (GA)",Dawson County GA SO
Calhoun County AL SO,Calhoun County AL SO,
Savannah PD - GA ,"Savannah GA PD (Flex),Savannah Code Compliance,Savannah GA PD",Dawson County GA SO
Adairsville GA PD,Adairsville GA PD,Dawson County GA SO
Wilkinson County GA SO,Wilkinson County GA SO,Dawson County GA SO
Jasper GA PD,Jasper GA PD,Dawson County GA SO
Emory University Campus PD GA,"Emory University Campus PD GA,Emory University Campus PD GA (Condor)",Dawson County GA SO
Bleckley County GA SO,Bleckley County GA SO ,Dawson County GA SO
Elizabethtown KY PD,Elizabethtown KY PD,
Morgan County GA SO,"Morgan County Board of Commissioners (GA),Morgan County GA - Wing LVI,Morgan County GA SO",Dawson County GA SO
Deactivated Users,"Not in Use (Brookhaven LR),Brookhaven Parks Ashford Forest (GA) (Not in Use),Brookhaven Condor Demo (Decommissioned)",
Watauga County NC SO,Watauga County NC SO,
Georgia Southwestern State University Campus PD ,Georgia Southwestern State University Campus PD ,Dawson County GA SO
St. Johns County FL SO,"St. Johns County FL SO,St. Johns County FL SO (LR)",
Milton GA PD,"Milton GA PD,Milton GA PD (Flex)",Dawson County GA SO
Johns Creek GA PD,"Johns Creek GA PD - Avigilon Cams,Johns Creek GA PD,Johns Creek GA PD - Traffic Cams -Gateway",Dawson County GA SO
GA - City of Dawsonville,City of Dawsonville GA,
Russell County AL SO,Russell County AL SO,
Spartanburg SC PD,"Spartanburg SC PD (Flex),Spartanburg SC PD",
Berrien County GA SO,Berrien County GA SO,Dawson County GA SO
Flock Safety - Test,DeKalb County GA PD (GA Power Old) - DNU,
Peachtree City GA PD,Peachtree City GA PD,Dawson County GA SO
Fulton County GA PD,Fulton County GA PD,Dawson County GA SO
South Fulton GA PD,South Fulton GA PD,Dawson County GA SO
Lyons GA PD,"Lyons GA PD,Lyons GA PD (Condor)",Dawson County GA SO
Camden SC PD,Camden SC PD,
Avondale Estates GA PD,Avondale Estates GA PD,Dawson County GA SO
Clearwater FL PD,Clearwater FL PD,
Baytown TX PD,Baytown TX PD ,
McHenry County Conservation District IL PD,McHenry County IL SO,
ATL Airport CIDs,"ATL Airport CID South,ATL Airport CID West",
Center Point AL PD,Center Point AL,
Canton GA PD,"Canton GA PD - Redspeed,Canton GA PD",Dawson County GA SO
Gadsden County FL SO,"Gadsden County FL SO ,Gadsden County FL SO (Flex)",
Hokes Bluff AL PD,Hokes Bluff AL PD,
Clayton County GA PD,Clayton County GA PD,Dawson County GA SO
Effingham County GA SO,Effingham County SO (GA),Dawson County GA SO
Alpharetta GA PD,"Alpharetta GA PD - RedSpeed,Alpharetta GA PD",Dawson County GA SO
Tybee Island GA PD,Tybee Island GA PD,Dawson County GA SO
Bremen GA PD,"Bremen GA PD (Condor),Bremen GA PD",Dawson County GA SO
Sugar Hill GA PD,"Sugar Hill GA PD (Flex),Sugar Hill GA PD",Dawson County GA SO
Morehouse College GA PD,Morehouse College GA PD,Dawson County GA SO
Dawson County High School,Dawson County High School,
Hazelwood MO PD,"Hazelwood MO PD (Flex),Hazelwood MO PD",
Sylvester GA PD,"Sylvester GA PD (Live View/PTZ),Sylvester GA PD",Dawson County GA SO
Stone Mountain GA PD,Stone Mountain GA PD,
Akron OH PD,Akron OH PD,
Snellville GA PD,"Snellville GA PD (RedSpeed),Snellville GA PD",Dawson County GA SO
Long County GA SO,Long County GA SO,
Reinhardt University GA PD ,Reinhardt University GA PD ,
Florence County SC SO,Florence County SC Sheriff's Office,
Greenville GA PD,Greenville GA PD,Dawson County GA SO
Rockdale County GA SO,"Rockdale County GA SO,Rockdale County GA SO (Condor)",Dawson County GA SO
Oglethorpe GA PD,Oglethorpe GA PD ,Dawson County GA SO
Maysville GA PD,Maysville GA PD,Dawson County GA SO
Coffee County GA SO,Coffee County GA SO,Dawson County GA SO
Lee County GA SO,Lee County GA SO,Dawson County GA SO
Ben Hill County GA SO,Ben Hill County SO (GA),Dawson County GA SO
Ware County GA SO ,Ware County GA SO ,Dawson County GA SO
PHENA (GA),PHENA (GA),
Escambia County FL SO,Escambia County FL SO ,
Peotone IL PD ,Peotone IL PD ,
Braselton GA PD,Braselton GA PD,Dawson County GA SO
Dawson GA PD,Dawson GA PD ,Dawson County GA SO
Bowdon GA PD,"Bowdon GA PD (CONDOR),Bowdon GA PD",Dawson County GA SO
Blairsville GA PD,Blairsville GA PD,
Thomson Housing Authority (GA),Thomson Housing Authority (GA),
Kennesaw State University GA PD,"Kennesaw State University Raven,Kennesaw State University",Dawson County GA SO
Not in Use,Covington GA PD Ravens,
Brookhaven GA PD,"Brookhaven GA PD (Falcon),Brookhaven Parks (GA)",Dawson County GA SO
Anderson IN PD,Anderson IN PD,
Blakely GA PD,"Blakely GA PD (Flex),Blakely GA PD",Dawson County GA SO
Shelbyville IN PD ,"Shelbyville IN PD (Flex),Shelbyville IN PD ",
Maryland Heights MO PD,"Maryland Heights Visitor Center (MO),Maryland Heights MO PD",
Helena AL PD,Helena AL PD,
Ross Township PA PD,Ross Township PA PD - Wing LPR,
Douglas GA PD,Douglas GA PD,Dawson County GA SO
Oxford AL PD,Oxford AL PD,
Collegedale TN PD,Collegedale TN PD,
Navajo County AZ SO,Navajo County AZ SO,
Resibuilt,Kilough Pointe (GA),
Bloomingdale GA PD,Bloomingdale GA PD,Dawson County GA SO
Southaven MS PD,Southaven MS PD,
Belpre OH PD,Belpre OH PD,
Sumner County TN SO,Sumner County TN SO,
Lexington TN PD,Lexington TN PD,
Montevallo AL PD,Montevallo AL PD,
Homerville GA PD,"Homerville GA PD - Wing Redspeed,Homerville GA PD",Dawson County GA SO
Byron GA PD ,Byron GA PD ,Dawson County GA SO
Savannah International Airport GA PD,Savannah International Airport GA PD,Dawson County GA SO
Tarpon Springs FL PD,Tarpon Springs FL PD,
Pulaski County GA SO ,Pulaski County GA SO ,Dawson County GA SO
Dillard GA PD,Dillard GA PD,Dawson County GA SO
Metter GA PD,Metter GA PD,Dawson County GA SO
Morrow OH PD,Morrow OH PD,
Decatur GA PD,Decatur GA PD,Dawson County GA SO
Bullitt County KY SO,Bullitt County KY SO,
Robinson IL PD,Robinson IL PD,
Lookout Mountain GA PD ,"Lookout Mountain GA PD ,Lookout Mountain GA PD (Condor)",Dawson County GA SO
Buford City Schools GA,"Buford, GA - City Schools",
Sarasota County FL SO,Sarasota County FL SO,
Monroe County GA SO,Monroe County GA SO,Dawson County GA SO
Rome GA PD,"Rome GA PD,Rome GA PD - Redspeed",Dawson County GA SO
Monon IN PD,Monon IN PD,
Lilburn GA PD,"Lilburn GA PD,Lilburn GA PD - Redspeed,Lilburn CID",Dawson County GA SO
Alabaster AL PD,Alabaster AL PD,
Florissant MO PD,Florissant MO PD,
Thomasville GA PD,Thomasville GA PD,Dawson County GA SO
Lauderdale County TN SO,Lauderdale County TN SO,
Baldwin County GA SO,"Baldwin County GA SO - RedSpeed,Baldwin County GA SO,Baldwin County GA SO (Flex)",Dawson County GA SO
Jackson GA PD,Jackson GA PD,Dawson County GA SO
Stephens County GA SO,Stephens County GA SO,Dawson County GA SO
Chatham County GA PD,"Chatham County PD (GA) Flex,Chatham County GA PD",Dawson County GA SO
McCaysville GA PD,McCaysville GA PD,Dawson County GA SO
Muscogee County GA SO,Muscogee County GA SO,Dawson County GA SO
New Castle County DE PD,New Castle County DE PD,
Rock Hill SC PD,Rock Hill SC PD,
Butts County GA SO,"Butts County GA SO - Raven,Butts County GA SO",Dawson County GA SO
Lenox GA PD ,Lenox GA PD ,Dawson County GA SO
Lithonia GA PD,Lithonia GA PD,
Mattoon IL PD,Mattoon IL PD,
Troup County GA SO,Troup County GA SO,Dawson County GA SO
Hamilton County TN SO,Hamilton County TN SO,
White County GA SO,White County GA SO,
Orlando FL PD,Orlando FL PD ,
Richland County SC SO,Richland County SC SO,
Douglasville GA PD,Douglasville GA PD,Dawson County GA SO
Meritage Homes (GA),The Woods at Dawson (GA),
Pickens County SC SO,Pickens County SC SO,
Floyd County GA PD,"Floyd County GA PD (Flex),Floyd County GA PD - RedSpeed,Floyd County GA PD",Dawson County GA SO
Walton County GA SO,Walton County GA SO,Dawson County GA SO
Angier NC PD,Angier NC PD,
Kennesaw GA PD,Kennesaw GA PD,Dawson County GA SO
Reynolds GA PD,Reynolds GA PD,Dawson County GA SO
Mountain Brook AL PD,Mountain Brook AL PD,
Houston County GA SO,"Houston County GA SO,Houston County GA SO Flex",Dawson County GA SO
deactivated,Sylvester GA PD (Duplicate),
Roswell GA PD,"Roswell GA PD,Roswell GA PD - (RedSpeed),Roswell GA Wing ",Dawson County GA SO
Cumming GA PD,Cumming GA PD,Dawson County GA SO
Lumpkin County SO GA,Lumpkin County SO (GA),Dawson County GA SO
Calhoun GA PD,"Calhoun GA PD (Condor),Calhoun GA PD",Dawson County GA SO
Pike County GA SO,Pike County GA SO,
College Park GA PD,College Park GA PD - Falcon,Dawson County GA SO
Lookout Mountain TN PD,Lookout Mountain TN PD ,
Lafourche Parish LA SO,Lafourche Parish LA SO,
Simpsonville SC PD,Simpsonville SC PD,
Butler Township OH PD,Butler Township OH PD,
Webster County GA SO,Webster County GA SO,Dawson County GA SO
Henry County OH SO,Henry County OH SO,
Claxton GA PD,Claxton GA PD,Dawson County GA SO
Ridgeland MS PD,Ridgeland MS PD,
Griffin GA PD,"Griffin GA PD - Flex,Griffin GA PD - Falcon",Dawson County GA SO
Stockbridge GA PD,"Stockbridge GA PD (Flex),Stockbridge GA PD",Dawson County GA SO
Peachtree Corners GA Marshal's Office,Peachtree Corners GA,Dawson County GA SO
Douglas County GA SO,Douglas County GA SO,Dawson County GA SO
Department of Natural Resources - GA,Georgia Department of Natural Resources (Falcon Flex),Dawson County GA SO
Fulton County GA SO,Fulton County GA SO (Deactivated),
Locust Grove GA PD,Locust Grove GA PD,
Millen GA Public Safety Dept ,Millen GA Public Safety Dept ,
Dublin GA PD,Dublin GA PD,Dawson County GA SO
Henderson KY PD,Henderson KY PD,
Clarkston GA PD,Clarkston GA PD,Dawson County GA SO
Fannin County GA SO,"Fannin County GA SO,Fannin County GA SO (FLEX) ",Dawson County GA SO
Milledgeville GA PD,"Milledgeville GA PD,Milledgeville GA PD - Redspeed",Dawson County GA SO
Belmont NC PD,Belmont NC PD,
University of Georgia GA PD,University of Georgia GA PD ,Dawson County GA SO
Ellijay GA PD,Ellijay GA PD,Dawson County GA SO
