Organization Name,Networks Shared With Me,Networks I'm Sharing
Metter GA PD,Metter GA PD,Lumpkin County SO (GA)
Pike County GA SO,Pike County GA SO,Lumpkin County SO (GA)
Sylvania GA PD,Sylvania GA PD,Lumpkin County SO (GA)
Middle Georgia State University Campus PD,Middle Georgia State University Campus PD,Lumpkin County SO (GA)
Douglas GA PD,Douglas GA PD,Lumpkin County SO (GA)
Homerville GA PD,"Homerville GA PD,Homerville GA PD - Wing Redspeed",Lumpkin County SO (GA)
Lyons GA PD,Lyons GA PD,Lumpkin County SO (GA)
Brantley County GA SO,Brantley County GA SO,Lumpkin County SO (GA)
Valdosta State University GA PD,Valdosta State Univ GA PD,Lumpkin County SO (GA)
Woodbury GA PD,Woodbury GA PD,Lumpkin County SO (GA)
Upson County GA SO,Upson County GA SO,Lumpkin County SO (GA)
Port Wentworth GA PD,"Port Wentworth GA PD (Ravens),Port Wentworth GA",Lumpkin County SO (GA)
Hogansville GA PD,Hogansville GA PD,Lumpkin County SO (GA)
Long County GA SO,Long County GA SO,Lumpkin County SO (GA)
Wrens GA PD,Wrens GA PD - RedSpeed,Lumpkin County SO (GA)
Muscogee County GA SO,Muscogee County GA SO,Lumpkin County SO (GA)
Manchester GA PD,Manchester GA PD,Lumpkin County SO (GA)
Georgia Bureau of Investigation (GBI),Georgia Bureau of Investigation,Lumpkin County SO (GA)
Fayette County GA SO,Fayette County GA SO,Lumpkin County SO (GA)
Palm Beach FL PD,,Lumpkin County SO (GA)
Broward County FL SO,,Lumpkin County SO (GA)
Bradford County FL SO,,Lumpkin County SO (GA)
Adel GA PD ,,Lumpkin County SO (GA)
Vero Beach FL PD,,Lumpkin County SO (GA)
Okeechobee County FL SO,,Lumpkin County SO (GA)
Melbourne FL PD,,Lumpkin County SO (GA)
St. Lucie County FL SO,,Lumpkin County SO (GA)
Fort Lauderdale FL PD ,,Lumpkin County SO (GA)
Alma GA PD,,Lumpkin County SO (GA)
Childersburg AL PD,,Lumpkin County SO (GA)
GA - Atkinson County SO,,Lumpkin County SO (GA)
Gulf Stream FL PD,,Lumpkin County SO (GA)
Indialantic FL PD,,Lumpkin County SO (GA)
Whitesburg GA PD,,Lumpkin County SO (GA)
Auburn AL PD,,Lumpkin County SO (GA)
Stillmore GA PD,,Lumpkin County SO (GA)
Colleton County SO (SC),,Lumpkin County SO (GA)
Cross City FL PD,,Lumpkin County SO (GA)
Turin GA PD,,Lumpkin County SO (GA)
Tarrant AL PD,Tarrant AL PD,
Valdosta GA PD,,Lumpkin County SO (GA)
Dawson County GA SO,Dawson County GA SO,Lumpkin County SO (GA)
Pittsboro IN PD,Pittsboro IN PD,Lumpkin County SO (GA)
Carrollton GA PD,"Carrollton GA PD,Carrollton GA PD - Wing Live,Carrollton PD (GA) Flex,Carrollton GA PD Raven,Carrollton GA PD Live View/PTZ",Lumpkin County SO (GA)
Crawford County IN SO,Crawford County IN SO,
Austell GA PD,Austell GA PD,Lumpkin County SO (GA)
Hardin County KY SO,Hardin County KY SO,Lumpkin County SO (GA)
Stephens County GA SO,Stephens County GA SO,Lumpkin County SO (GA)
Morgan County GA SO,"Morgan County Board of Commissioners (GA),Morgan County GA - Wing LVI,Morgan County GA SO,Morgan County Board of Commissioners (GA) Flex",Lumpkin County SO (GA)
Clarkston GA PD,Clarkston GA PD,Lumpkin County SO (GA)
Morehouse College GA PD,Morehouse College GA PD,Lumpkin County SO (GA)
Bartlett TN PD,Bartlett TN PD,
Eatonton GA PD,"Eatonton GA PD,Eatonton GA PD Condor",Lumpkin County SO (GA)
Pooler GA PD,Pooler GA PD,Lumpkin County SO (GA)
Chambers County AL SO,Chambers County AL SO,Lumpkin County SO (GA)
Colquitt County GA SO,"Colquitt County GA SO (Flex),Colquitt County GA SO",Lumpkin County SO (GA)
McCaysville GA PD,McCaysville GA PD,Lumpkin County SO (GA)
Mint Hill NC PD,Mint Hill NC PD,Lumpkin County SO (GA)
Fort Worth TX PD ,"Fort Worth TX PD - Milestone Live PTZ,Fort Worth TX PD,Fort Worth TX PD - Las Vegas Trail,Fort Worth TX PD - Wing LVT,Fort Worth TX PD PID #11 Stockyards,Fort Worth TX PD - PID 7 Heritage,East Lancaster PID,Sun Valley PID,Fort Worth Code Compliance,Fort Worth TX PD Wing LPR Cameras (Q1700)",Lumpkin County SO (GA)
Georgia Tech GA PD,"Georgia Tech GA PD,Georgia Tech GA PD (FLEX) ",Lumpkin County SO (GA)
Madison GA PD,"Madison GA PD (Flex),Madison GA PD",Lumpkin County SO (GA)
Houston TX PD,"Houston PD (TX) – Uptown Houston MgmtD,Houston PD (TX) – Flex Cams,Houston PD (TX) – Southwest MgmtD,Houston PD (TX) – Spring Branch MgmtD,Houston PD (TX) – Gulfton MgmtD,Houston PD (TX) – Brays Oaks MgmtD,Houston PD (TX) – International MgmtD,Houston PD (TX)",Lumpkin County SO (GA)
Marietta GA PD,"Marietta GA  - FlockOS Live Video,Marietta GA PD - Condor,Marietta GA PD - Falcon,Marietta GA PD - Raven,Marietta GA PD - Flex",Lumpkin County SO (GA)
Hartwell GA PD,Hartwell GA PD,
Hapeville GA PD,Hapeville GA PD,Lumpkin County SO (GA)
McIntosh County GA SO  ,"McIntosh County (GA) (Condors),McIntosh County GA SO ",Lumpkin County SO (GA)
Rincon GA PD,Rincon GA PD,Lumpkin County SO (GA)
Jonesboro GA PD,"Jonesboro GA PD - Redspeed,Jonesboro GA PD",Lumpkin County SO (GA)
Missouri Department of Public Safety,Missouri Department of Public Safety,
Vandalia OH PD,Vandalia OH PD,Lumpkin County SO (GA)
Westlake OH PD,Westlake OH PD,
Milton GA PD,"Milton GA PD,Milton GA PD (Flex)",Lumpkin County SO (GA)
University of North Georgia PD (GA),"University of North Georgia PD (Raven) ,University of North Georgia PD Flex,University of North Georgia ",Lumpkin County SO (GA)
Alpharetta GA PD,"Alpharetta GA PD,Alpharetta GA PD - RedSpeed",Lumpkin County SO (GA)
Department of Natural Resources - GA,Georgia Department of Natural Resources (Falcon Flex),Lumpkin County SO (GA)
Fish and Wildlife Commission FL PD,"Fish and Wildlife Commission FL PD,FL - Florida Fish & Wildlife Wing",Lumpkin County SO (GA)
Laurel Park NC PD,Laurel Park NC PD,Lumpkin County SO (GA)
University of Georgia GA PD,University of Georgia GA PD ,Lumpkin County SO (GA)
Oak Ridge TN PD ,Oak Ridge TN PD,Lumpkin County SO (GA)
Blackshear GA PD,"Blackshear GA PD,Blackshear GA PD - Raven",Lumpkin County SO (GA)
Ancient City Capital,"FOUNTAIN CITY APARTMENTS LLC (GA),HHF - McDaniels Street (GA),Patriot Grove (MS),AHPC Orchard Park 2021 LLC (SC) ,PSG Vesta Derby Oaks LLC (KY),Bern-Mas (LA),Iberia South (LA),AHPC TROPICAL RIDGE APARTMENTS LLC,The Cove at NOLA (LA),2018 IAVF PRAIRIE VIEW LLC (IL),Regency Woods (MS),PSG Pine Forest Park (TX),Kingston Point (LA),Crestview at Cordova (FL) ,AHPC PROSPER FAIRWAYS APARTMENTS LLC (SC) ,Autumn Trace Apts (MS),Patriot Plaza (FL),AHPC Cordova Regency (FL) ,AHPC Inverness Lakes 2021 LLC (AL),Beacon Pointe (MS),Bandywood (MS),ALPINE APARTMENT HOMES LLC (GA),Sunset on the Bayou (AL),AHPC Plantations at Pine Lake (FL),AHPC Lakeview at Cottage Hill 2021 LLC (AL),The Rubix (Patriot Suites) (NV),AHPC Hub Tallahassee LLC (Ocala Rd) (FL),Village Hills Apartments (WV),Gardenia Grove (MS),Greenbrier Apartments (WV),AHPC Verandas at Rocky Ridge 2021 LLC (AL),2018 IAVF TIMBER OAKS LLC (IL),AHPC Terraces at Fieldstone Apartments LLC (GA),AHPC Vista Towers 2021 LLC (SC),AHPC PARKS AT RIVERCREST LLC (SC),Brookwood Apartments (LA),MILLENNIA JAX 2021 LLC (FL),Social 1600 (FL),Patriot Grove,Eban Village (TX),Granada Square (MS),AHPC SOCIAL TALLAHASSEE LLC (FL)",
Fannin County GA SO,"Fannin County GA SO,Fannin County GA SO (FLEX) ",Lumpkin County SO (GA)
Sumter County GA SO ,"Sumter County GA School District ,Sumter County GA SO",Lumpkin County SO (GA)
Chamblee GA PD,"Chamblee GA PD - Redspeed,Chamblee GA PD (Condor),Chamblee GA PD,Chamblee GA PD - Wing",Lumpkin County SO (GA)
Columbia County GA SO,Columbia County GA SO,Lumpkin County SO (GA)
Rockdale County GA SO,"Rockdale County GA SO,Rockdale County GA SO (Condor)",Lumpkin County SO (GA)
Troup County GA SO,Troup County GA SO,Lumpkin County SO (GA)
Cheatham County TN SO,Cheatham County TN SO,Lumpkin County SO (GA)
Hall County GA SO,"Hall CO GA SO - Wing LVI,Hall County GA SO (Flex),Hall County GA SO - Wing LVI,Hall County GA SO",Lumpkin County SO (GA)
Mason PD - OH,Mason OH PD,Lumpkin County SO (GA)
Atlanta GA PD,"Atlanta GA PD (LR) ,Atlanta GA PD - Genetec,Atlanta GA PD (Flex),Atlanta GA PD Airport Division,Atlanta GA PD",Lumpkin County SO (GA)
Monroe County GA SO,Monroe County GA SO,Lumpkin County SO (GA)
Cherokee County GA SO,"Cherokee County GA SO,Cherokee County GA SO (Condor),Cherokee County GA SO (Flex)",Lumpkin County SO (GA)
Huntsville AL PD,Huntsville AL PD,Lumpkin County SO (GA)
Johns Creek GA PD,"Johns Creek GA PD,Johns Creek GA PD - Traffic Cams -Gateway,Johns Creek GA PD - Avigilon Cams",Lumpkin County SO (GA)
Jasper County GA SO,"Jasper County GA SO,Jasper County GA SO (FLEX)",Lumpkin County SO (GA)
Franklin IN PD,"Franklin IN PD (Flex),Franklin IN PD",Lumpkin County SO (GA)
Euharlee GA PD,"Euharlee GA PD,Euharlee GA PD (Condor)",Lumpkin County SO (GA)
GA - Georgia Piedmont Technical College ,"GA - Georgia Piedmont Technical College (RAVEN),Georgia Piedmont Technical College Campus PD ",Lumpkin County SO (GA)
Jones County SO - GA,"Jones County GA SO (Condor),Jones County GA SO Flex,Jones County GA SO",Lumpkin County SO (GA)
Blakely GA PD,"Blakely GA PD,Blakely GA PD (Flex)",Lumpkin County SO (GA)
Davie County NC SO,Davie County NC SO,Lumpkin County SO (GA)
Snellville GA PD,"Snellville GA PD,Snellville GA PD (RedSpeed)",Lumpkin County SO (GA)
Calera AL PD,Calera AL PD,
Crisp County GA SO,"GA-Crisp County SO Wing,Crisp County GA SO Condor,Crisp County GA SO",Lumpkin County SO (GA)
Carroll County GA SO,Carroll County GA SO,Lumpkin County SO (GA)
Spartanburg County SC SO,Spartanburg County SC SO (Flex),Lumpkin County SO (GA)
Cullman County AL SO,Cullman County SO (AL),Lumpkin County SO (GA)
Monon IN PD,Monon IN PD,Lumpkin County SO (GA)
Dublin GA PD,Dublin GA PD,Lumpkin County SO (GA)
Chatham-Savannah Counter Narcotics Team,CNT Flex,Lumpkin County SO (GA)
Warner Robins GA PD,"Warner Robins PD (GA) - Flex,Warner Robins GA PD - Wing (Redspeed),Warner Robins GA PD",Lumpkin County SO (GA)
Augusta University GA PD ,"Augusta University GA PD ,Augusta University GA PD (FLEX)",Lumpkin County SO (GA)
Craven County NC SO,Craven County NC SO,Lumpkin County SO (GA)
Dyersburg TN PD,Dyersburg TN PD,
Roswell GA PD,"Roswell GA PD (Flex),Roswell GA PD,Roswell GA PD - (RedSpeed),Roswell GA Wing ",Lumpkin County SO (GA)
Lake City GA PD,"Lake City GA PD,Lake City GA PD (Wing) ",Lumpkin County SO (GA)
Gilmer County GA SO,"Gilmer County GA SO ,Gilmer County GA SO (Live Video) ",Lumpkin County SO (GA)
Watkinsville GA PD,Watkinsville GA PD,Lumpkin County SO (GA)
Fairfield County SC SO,"Fairfield County SC SO,Fairfield County SC SO (Flex)",
Escambia County FL SO,Escambia County FL SO ,Lumpkin County SO (GA)
Franklin County GA SO,Franklin County GA SO,Lumpkin County SO (GA)
Commerce GA PD,Commerce GA PD,Lumpkin County SO (GA)
Clayton County GA PD,"Clayton County GA PD,Clayton County GA PD (Redspeed)",Lumpkin County SO (GA)
Sugar Hill GA PD,"Sugar Hill GA PD,Sugar Hill GA PD (Flex)",Lumpkin County SO (GA)
Perry GA PD,"Perry GA PD (Flex),Perry GA PD - Redspeed,Perry GA PD",Lumpkin County SO (GA)
Brookhaven GA PD,"Brookhaven GA PD (Falcon),Brookhaven Parks (GA)",Lumpkin County SO (GA)
Bryan County GA SO,Bryan County GA SO,Lumpkin County SO (GA)
Louisville OH PD,Louisville OH PD,Lumpkin County SO (GA)
Claxton GA PD,Claxton GA PD,Lumpkin County SO (GA)
Southaven MS PD,Southaven MS PD,
Forest Park GA PD,"Forest Park GA PD - Redspeed,Forest Park GA PD",Lumpkin County SO (GA)
Maryville TN PD,Maryville TN PD,Lumpkin County SO (GA)
Montezuma GA PD,Montezuma GA PD,Lumpkin County SO (GA)
Lancaster County SC SO ,"Lancaster County SC SO,Lancaster County SC SO (Flex)",Lumpkin County SO (GA)
Smyrna GA PD,"Smyrna GA PD,Smyrna GA PD (Flex)",Lumpkin County SO (GA)
West Lafayette IN PD,West Lafayette IN PD,Lumpkin County SO (GA)
Dream Finders Home (GA),"Stonewall Station (GA),Creekbend Overlook (GA),Fern Dale (GA),Harris Creek (GA)",
Niles OH PD,"Niles OH PD,Niles OH PD (CONDOR)",
East Georgia State College Campus PD (GA),East Georgia State College Campus PD (GA),Lumpkin County SO (GA)
Rock Hill SC PD,Rock Hill SC PD,Lumpkin County SO (GA)
University of Louisville KY PD,University of Louisville KY PD,
Horry County SC PD,Horry County SC PD,
Elizabethton TN PD,Elizabethton TN PD,
Little Rock AR PD,Little Rock AR PD,Lumpkin County SO (GA)
DeKalb County GA PD,"Gresham Park Rec Center - Avigilon,DeKalb County GA PD (GSD),DeKalb County PD Parks - LPR,Dekalb County GA PD - LPR",Lumpkin County SO (GA)
Pickens County GA SO,"Pickens County GA SO,Pickens County GA SO - Redspeed,Pickens County GA SO (FLEX) ",Lumpkin County SO (GA)
Hendersonville NC PD,Hendersonville NC PD,Lumpkin County SO (GA)
Seminole County GA SO,Seminole County GA SO,Lumpkin County SO (GA)
Warrick County IN SO,Warrick Co IN SO,Lumpkin County SO (GA)
Belmont NC PD,Belmont NC PD,Lumpkin County SO (GA)
Towns County GA SO ,Towns County GA SO ,Lumpkin County SO (GA)
Hamilton County IN SO,"Hamilton County IN SO (Flex),Hamilton County IN SO (Community Cameras),Hamilton County IN SO (Condors),Hamilton County IN SO (Trailers)",Lumpkin County SO (GA)
Bay County FL SO,Bay County FL SO,Lumpkin County SO (GA)
Greenville County SC SO,Greenville County SC SO,Lumpkin County SO (GA)
Collier County FL SO,Collier County FL SO,
Anderson IN PD,"Anderson IN PD,Anderson IN PD (Raven)",Lumpkin County SO (GA)
Adrian MI PD,Adrian MI PD,Lumpkin County SO (GA)
Doraville GA PD,"Doraville GA PD (Condor),Doraville GA PD,Doraville GA PD (Raven)",Lumpkin County SO (GA)
Bulloch County GA SO,Bulloch County GA SO ,Lumpkin County SO (GA)
Meriwether County GA SO,"Meriwether County GA SO,Meriwether County GA SO (FLEX) ",Lumpkin County SO (GA)
Jefferson County TN SO,Jefferson County TN SO,
Bargersville IN PD,Bargersville IN PD,
Brooklet GA PD,Brooklet GA PD,Lumpkin County SO (GA)
Genoa Township OH PD ,Genoa Township OH PD,
Oakland TN PD,Oakland TN PD,
Leesburg GA PD,"Leesburg GA PD,Leesburg GA PD - redspeed",Lumpkin County SO (GA)
Covington GA PD,"Covington GA PD,Covington Housing Authority ",Lumpkin County SO (GA)
Newton County MS SO,Newton County MS SO,Lumpkin County SO (GA)
Acworth GA PD,"Acworth GA PD,Acworth GA PD (Flex)",Lumpkin County SO (GA)
Woodstock GA PD,"Woodstock GA PD - Wing (RedSpeed),Woodstock GA PD",Lumpkin County SO (GA)
McDuffie County GA SO,McDuffie County GA SO,Lumpkin County SO (GA)
Henderson KY PD,Henderson KY PD,Lumpkin County SO (GA)
Henderson County KY SO,"Henderson County KY SO,Henderson County KY SO (Flex)",Lumpkin County SO (GA)
Georgia State University GA PD,"Georgia State University GA PD - Raven,Georgia State University GA PD",Lumpkin County SO (GA)
Town of Rutherford College (NC),Town of Rutherford College (NC),
Oxford GA PD,Oxford GA PD,Lumpkin County SO (GA)
Walton County GA SO,"Walton County GA SO,Walton County GA SO (Flex)",Lumpkin County SO (GA)
Lexington TN PD,Lexington TN PD,
Titusville FL PD,Titusville FL PD,Lumpkin County SO (GA)
Hancock County GA SO,Hancock County GA SO,Lumpkin County SO (GA)
Greer SC PD,Greer SC PD,Lumpkin County SO (GA)
Florence KY PD,Florence KY PD,
Marion IN PD,"Marion IN PD,Marion IN PD (FLEX)",Lumpkin County SO (GA)
Gwinnett County GA SO,"Gwinnett County Sheriff's Office (GA),Gwinnett County SO - NPF LPR Study (GA)",Lumpkin County SO (GA)
Gadsden County FL SO,"Gadsden County FL SO ,Gadsden County FL SO (Flex)",Lumpkin County SO (GA)
Reynolds GA PD,Reynolds GA PD,Lumpkin County SO (GA)
Gatlinburg TN PD ,Gatlinburg TN PD,Lumpkin County SO (GA)
Lafayette County MS SO,"Lafayette County MS SO,Lafayette County MS SO (Flex)",Lumpkin County SO (GA)
Coolidge GA PD,"Coolidge GA PD (Condor),Coolidge GA PD",Lumpkin County SO (GA)
Decatur GA PD,Decatur GA PD,Lumpkin County SO (GA)
Person County NC SO,"Person County NC SO,Person County NC SO (Flex)",
College Park GA PD,"College Park GA PD - Falcon,College Park PD - Flex",Lumpkin County SO (GA)
Georgia Dept. of Corrections Intelligence Unit (GA),"GA - Georgia Department of Corrections - Alscan,Georgia Department of Corrections (Flex)",Lumpkin County SO (GA)
Festus MO PD,Festus MO PD,
Webster County GA SO,Webster County GA SO,Lumpkin County SO (GA)
McDonough GA PD,"McDonough GA PD,McDonough GA PD - RedSpeed",Lumpkin County SO (GA)
Auburn GA PD ,Auburn GA PD,Lumpkin County SO (GA)
Dekalb County SO (GA),DeKalb County SO (GA),Lumpkin County SO (GA)
Blue Ridge GA PD,"Blue Ridge GA PD,Blue Ridge GA PD (Flex)",Lumpkin County SO (GA)
Elizabethtown KY PD,Elizabethtown KY PD,Lumpkin County SO (GA)
Byron GA PD ,Byron GA PD ,Lumpkin County SO (GA)
Mooresville IN PD,Mooresville IN PD,
Washington County SO - GA ,Washington County GA SO,Lumpkin County SO (GA)
Gwinnett County GA PD,"Gwinnett County GA PD,Gwinnett County GA PD - RedSpeed,Gwinnett County GA PD - Solar Video,Gwinnett County GA PD (LR),Gwinnett County GA PD RedSpd 2",Lumpkin County SO (GA)
Clearwater FL PD,Clearwater FL PD,Lumpkin County SO (GA)
Muscle Shoals AL PD,"Muscle Shoals AL Walmart,Muscle Shoals AL PD",Lumpkin County SO (GA)
Jackson TN PD,"Jackson TN PD,Jackson TN PD (Flex)",
Baker County GA SO,"Baker County GA SO (CONDOR),Baker County GA SO",Lumpkin County SO (GA)
Jackson County GA SO,Jackson County GA SO,Lumpkin County SO (GA)
Helena AL PD,Helena AL PD,Lumpkin County SO (GA)
Lookout Mountain GA PD ,"Lookout Mountain GA PD ,Lookout Mountain GA PD (Condor)",Lumpkin County SO (GA)
Albany GA PD,"Albany GA PD,Albany GA PD Raven,Albany GA PD - Wing LVI (Redspeed),Albany GA PD Condor",Lumpkin County SO (GA)
Town of Hildebran (NC),Town of Hildebran (NC),
Warrensville Heights OH PD,Warrensville Heights OH PD,
Lawrence District Attorney PA,Lawrence District Attorney PA (Flex),
[Federal] US Postal Inspection Service,US Postal Inspection Service - Flex,Lumpkin County SO (GA)
Harris County GA SO,"Harris County GA SO Falcon Flex,Harris County GA SO",Lumpkin County SO (GA)
Sevierville TN PD,Sevierville TN PD,Lumpkin County SO (GA)
Lawrenceville GA PD,"Lawrenceville GA PD - Raven,Lawrenceville GA PD,Lawrenceville GA PD (Flex)",Lumpkin County SO (GA)
Barrow County GA SO,"Barrow County GA SO - Wing Suite,Barrow County GA SO (Falcon),Barrow County GA SO (Condor),Barrow County SO GA (Flex)",Lumpkin County SO (GA)
Bloomingdale GA PD,Bloomingdale GA PD,Lumpkin County SO (GA)
Springdale OH PD,Springdale OH PD,
Baldwin County GA SO,"Baldwin County GA SO (Flex),Baldwin County GA SO,Baldwin County GA SO - RedSpeed",Lumpkin County SO (GA)
Bloomfield NM PD,Bloomfield NM PD,
Forsyth County GA SO,"Forsyth County GA SO,Forsyth County GA SO (Flex)",Lumpkin County SO (GA)
Putnam County GA SO,Putnam County GA SO,Lumpkin County SO (GA)
Medina County OH SO,Medina County OH SO,Lumpkin County SO (GA)
Blairsville GA PD,Blairsville GA PD,Lumpkin County SO (GA)
Lamar County GA SO,"Lamar County SO GA,Lamar County SO GA Flex",Lumpkin County SO (GA)
Henderson County NC SO ,Henderson County NC SO,Lumpkin County SO (GA)
Suwanee GA PD,"Suwanee GA PD - Wing,Suwanee GA PD",Lumpkin County SO (GA)
Dahlonega GA PD,Dahlonega GA PD,Lumpkin County SO (GA)
Carmel IN PD,"Carmel IN PD,Carmel IN PD - Wing LPR",Lumpkin County SO (GA)
Gray GA PD ,"Gray GA PD ,Gray GA PD Condor",Lumpkin County SO (GA)
Henry County IN SO,Henry County IN SO,Lumpkin County SO (GA)
Jefferson County AR SO ,Jefferson County AR SO (Flex Cams) ,
White County GA SO,White County GA SO,Lumpkin County SO (GA)
Green Township OH PD,Green Township OH PD,
Jackson GA PD,Jackson GA PD,Lumpkin County SO (GA)
Monroe GA PD,Monroe GA PD,Lumpkin County SO (GA)
Hiram GA PD,Hiram GA PD,Lumpkin County SO (GA)
Rossford OH PD,Rossford OH PD,
Hardeeville SC PD,Hardeeville SC PD (Flex),
Spartanburg SC PD,"Spartanburg SC PD,Spartanburg SC PD (Flex)",Lumpkin County SO (GA)
Warren OH PD,Warren OH PD,
Louisville Metro KY PD,Louisville Metro KY PD,Lumpkin County SO (GA)
Emerson GA PD,Emerson GA PD,Lumpkin County SO (GA)
Savannah PD - GA ,"Savannah Code Compliance,Savannah GA PD,Savannah GA PD (Flex)",Lumpkin County SO (GA)
Oglethorpe County GA SO,Oglethorpe County GA SO,Lumpkin County SO (GA)
Pierce County GA SO,Pierce County GA SO,Lumpkin County SO (GA)
Thomasville GA PD,"Thomasville GA PD,Thomasville GA PD Raven ",Lumpkin County SO (GA)
Albertville AL PD,Albertville AL PD,
Royston GA PD,Royston GA PD,Lumpkin County SO (GA)
Bibb County SO GA,"Bibb County GA SO ,Bibb County GA SO (LR)",Lumpkin County SO (GA)
Goshen IN PD,Goshen IN PD,Lumpkin County SO (GA)
Greenville SC PD,"GVL Mobile,Greenville SC PD",Lumpkin County SO (GA)
Macon County NC SO,"Macon County NC SO,Macon County NC SO (Flex)",Lumpkin County SO (GA)
Lilburn GA PD,"Lilburn CID,Lilburn GA PD - Redspeed,Lilburn GA PD",Lumpkin County SO (GA)
Powder Springs GA PD,Powder Springs GA PD,Lumpkin County SO (GA)
Shelby County TN SO,"Lakeland TN,Shelby County TN SO,Town of Arlington (TN)",Lumpkin County SO (GA)
Butts County GA SO,"Butts County GA SO - Raven,Butts County GA SO",Lumpkin County SO (GA)
Lake St. Louis MO PD,Lake St. Louis MO PD,Lumpkin County SO (GA)
Millen GA Public Safety Dept ,Millen GA Public Safety Dept ,Lumpkin County SO (GA)
Ferdinand IN PD,Ferdinand IN PD,
Clarksville IN PD,Clarksville PD IN,Lumpkin County SO (GA)
Pigeon Forge TN PD,Pigeon Forge TN PD,Lumpkin County SO (GA)
Senoia GA PD,Senoia GA PD,Lumpkin County SO (GA)
Russellville AL PD,Russellville AL PD,Lumpkin County SO (GA)
Emory University Campus PD GA,"Emory University Campus PD GA,Emory University Campus PD GA (Condor)",Lumpkin County SO (GA)
North County Cooperative MO PD,"City of Dellwood MO - North County Coop MO PD,City of Vinita Park MO - North County Coop MO PD,City of Wellston MO - North County Coop MO PD",Lumpkin County SO (GA)
South Fulton GA PD,South Fulton GA PD,Lumpkin County SO (GA)
Jemison AL PD,Jemison AL PD,Lumpkin County SO (GA)
Duluth GA PD,"Duluth GA PD - RedSpeed,Duluth GA PD",Lumpkin County SO (GA)
Iredell County NC SO,Iredell County NC SO,Lumpkin County SO (GA)
Clayton County GA SO,Clayton County GA SO,Lumpkin County SO (GA)
Greenville GA PD,Greenville GA PD,Lumpkin County SO (GA)
St. Johns County FL SO,"St. Johns County FL SO,St. Johns County FL SO (LR)",Lumpkin County SO (GA)
Buford City Schools GA,"Buford, GA - City Schools",Lumpkin County SO (GA)
Groveport OH PD,Groveport OH PD,
Lake Park GA PD,Lake Park GA PD,Lumpkin County SO (GA)
Eureka MO PD,Eureka MO PD,
Richmond County GA SO,Richmond County GA SO,Lumpkin County SO (GA)
Hendricks County IN SO,Hendricks County IN SO,
Alabama Law Enforcement Agency (ALEA),"Alabama Law Enforcement Agency (ALEA),ALEA",Lumpkin County SO (GA)
Newton County GA SO,"Newton County GA SO Flex,Newton County GA SO",Lumpkin County SO (GA)
Porter County IN SO,Porter County IN SO,
Hiawassee GA PD,Hiawassee GA PD,Lumpkin County SO (GA)
Sherwood AR PD,Sherwood AR PD,Lumpkin County SO (GA)
Lavonia GA PD,Lavonia GA PD,Lumpkin County SO (GA)
Bowdon GA PD,"Bowdon GA PD,Bowdon GA PD (CONDOR)",Lumpkin County SO (GA)
Solon OH PD,Solon OH PD,
Loganville GA PD,Loganville GA PD,Lumpkin County SO (GA)
Clayton NC PD ,"Clayton NC PD,Clayton NC PD (Flex)",
Montevallo AL PD,Montevallo AL PD,
Union County GA SO,Union County GA SO,Lumpkin County SO (GA)
Town of Moreland GA,Town of Moreland GA,Lumpkin County SO (GA)
