Organization Name,Networks Shared With Me,Networks I'm Sharing
West Georgia Technical College (GA),West Georgia Technical College (GA),
AL - Jacksonville State University Campus PD,Jacksonville State University Campus PD (AL),Paulding County GA SO
Clark Atlanta University GA PD,,Paulding County GA SO
Manchester GA PD,,Paulding County GA SO
Buford City Schools GA,"Buford, GA - City Schools",
Talladega County AL SO,Talladega County AL SO,Paulding County GA SO
Pigeon Forge TN PD,Pigeon Forge TN PD,Paulding County GA SO
Dothan AL PD,Dothan AL PD,Paulding County GA SO
Warner Robins GA PD,"Warner Robins GA PD - Wing (Redspeed),Warner Robins PD (GA) - Flex,Warner Robins GA PD",Paulding County GA SO
RIverwood (Davidson) (GA),Riverwood (Davidson) (GA),
Milledgeville GA PD,Milledgeville GA PD,Paulding County GA SO
Clayton County GA PD,"Clayton County GA PD,Clayton County GA PD (Redspeed)",Paulding County GA SO
Georgetown County SC SO,Georgetown County SC SO,Paulding County GA SO
Fort Worth TX PD,"East Lancaster PID,Fort Worth TX PD,Fort Worth TX PD - PID 7 Heritage,Sun Valley PID,Fort Worth TX PD - Milestone Live PTZ,Fort
Worth TX PD - Las Vegas Trail,Fort Worth TX PD Wing LPR Cameras (Q1700),Fort Worth TX PD PID #11 Stockyards,Fort Worth Code
Compliance,Fort Worth TX PD - Wing LVT",Paulding County GA SO
Georgia Gwinnett College PD,Georgia Gwinnett College PD,
Roswell GA PD,"Roswell GA PD (Flex),Roswell GA PD - (RedSpeed),Roswell GA Wing ,Roswell GA PD",Paulding County GA SO
Braselton GA PD,Braselton GA PD,Paulding County GA SO
Whitfield County GA SO,Whitfield County GA SO,Paulding County GA SO
Marietta GA PD,"Marietta GA PD - Raven,Marietta GA PD - Condor,Marietta GA - FlockOS Live Video,Marietta GA PD - Falcon,Marietta GA PD - Flex",Paulding County GA SO
Murray County GA SO,Murray County GA SO,Paulding County GA SO
Ancient City Capital,"HHF - McDaniels Street (GA),AHPC Inverness Lakes 2021 LLC (AL),The Rubix (Patriot Suites) (NV),AHPC PROSPER FAIRWAYS
APARTMENTS LLC (SC) ,AHPC SOCIAL TALLAHASSEE LLC (FL),Greenbrier Apartments (WV),AHPC Lakeview at Cottage Hill 2021 LLC
(AL),AHPC Vista Towers 2021 LLC (SC),The Cove at NOLA (LA),AHPC Verandas at Rocky Ridge 2021 LLC (AL),Brookwood Apartments
(LA),Eban Village (TX),Patriot Grove,Crestview at Cordova (FL) ,PSG Vesta Derby Oaks LLC (KY),FOUNTAIN CITY APARTMENTS LLC
(GA),Bandywood (MS),ALPINE APARTMENT HOMES LLC (GA),AHPC Cordova Regency (FL) ,AHPC Orchard Park 2021 LLC (SC)
,Granada Square (MS),Kingston Point (LA),Gardenia Grove (MS),2018 IAVF PRAIRIE VIEW LLC (IL),Village Hills Apartments
(WV),MILLENNIA JAX 2021 LLC (FL),Regency Woods (MS),PSG Pine Forest Park (TX),Patriot Grove (MS),AHPC Plantations at Pine Lake
(FL),Iberia South (LA),AHPC PARKS AT RIVERCREST LLC (SC),2018 IAVF TIMBER OAKS LLC (IL),Social 1600 (FL),AHPC Hub
Tallahassee LLC (Ocala Rd) (FL),Autumn Trace Apts (MS),AHPC TROPICAL RIDGE APARTMENTS LLC,Sunset on the Bayou (AL),Patriot
Plaza (FL),Bern-Mas (LA),AHPC Terraces at Fieldstone Apartments LLC (GA),Beacon Pointe (MS)",
Miami Gardens FL PD,Miami Gardens FL PD,
Edgecombe County NC SO,Edgecombe County NC SO,Paulding County GA SO
Camden SC PD,Camden SC PD,Paulding County GA SO
"Victoria Heights HOA, Inc (GA)","Victoria Heights HOA, Inc (GA)",
Lilburn GA PD,"Lilburn GA PD,Lilburn CID,Lilburn GA PD - Redspeed",Paulding County GA SO
Carmel IN PD,"Carmel IN PD - Wing LPR,Carmel IN PD",Paulding County GA SO
Pearland TX PD,"Pearland TX PD (Flex),Pearland (TX) PD",
McKinney TX PD,"McKinney TX PD - LPR Ubicquia,McKinney TX PD",Paulding County GA SO
Polk County GA PD,"Polk County GA PD (Flex LPR) ,Polk County GA PD",Paulding County GA SO
Carrollton GA PD,"Carrollton GA PD - Wing Gateway Partnership,Carrollton GA PD - Wing Live,Carrollton PD (GA) Flex,Carrollton GA PD,Carrollton GA PD
Condor,Carrollton GA PD - Tanner Street Parking Deck,Carrollton GA PD Raven",Paulding County GA SO
Valdosta State University GA PD,Valdosta State Univ GA PD,Paulding County GA SO
Atlanta GA PD,"Atlanta GA PD - Genetec,Atlanta GA PD (Flex),Atlanta GA PD,Atlanta GA PD Airport Division,Genetec Test Network,Atlanta GA PD
(Condor),Atlanta GA PD (LR)",Paulding County GA SO
Lexington SC PD,Lexington SC PD,Paulding County GA SO
Davidson County NC SO,Davidson County NC SO,Paulding County GA SO
Albany GA PD,"Albany GA PD Raven,Albany GA PD,Albany GA PD Condor,Albany GA PD - Wing LVI (Redspeed)",Paulding County GA SO
Spartanburg SC PD,"Spartanburg SC PD,Spartanburg SC PD (Flex)",Paulding County GA SO
Elgin SC PD,Elgin SC PD,
Blackshear GA PD,"Blackshear GA PD,Blackshear GA PD - Raven",Paulding County GA SO
Loganville GA PD,Loganville GA PD,Paulding County GA SO
The Meadow at Northcrest,The Meadow at Northcrest,
Kennesaw State University GA PD,"Kennesaw State University,Kennesaw State University Raven",Paulding County GA SO
Rocky Mount NC PD,"Rocky Mount NC PD,Rocky Mount NC PD (Falcon LR)",Paulding County GA SO
Wilkes County NC SO,"Wilkes County NC SO Flex,Wilkes County NC SO",Paulding County GA SO
Canton GA PD,"Canton GA PD,Canton GA PD - Avigilon,Canton GA PD - Redspeed,Canton GA PD - Gateways",Paulding County GA SO
Greenville SC PD,"Greenville SC PD,GVL Mobile",Paulding County GA SO
Fulton County Schools PD (GA),"Fulton County Schools GA South Campuses,Fulton County Schools GA (Flex),Fulton County Schools GA North Campuses,Fulton
County Schools PD (GA) - Wing LVI",Paulding County GA SO
Lamar County GA SO,"Lamar County SO GA,Lamar County SO GA Flex",Paulding County GA SO
Asheville NC PD,Asheville NC PD,Paulding County GA SO
West Tawakoni TX PD,West Tawakoni TX PD,
Springfield GA PD,Springfield GA PD,Paulding County GA SO
Bessemer AL PD,Bessemer AL PD,Paulding County GA SO
Margate FL PD,Margate FL PD,
Hutchins TX PD,Hutchins TX PD,
Dallas TX PD,"Love Field Airport Dallas TX,Dallas TX PD",
Oconee County SC SO,Oconee County SC SO,Paulding County GA SO
Hazelwood MO PD,"Hazelwood MO PD,Hazelwood MO PD (Flex)",Paulding County GA SO
Greenville County SC SO,Greenville County SC SO,Paulding County GA SO
Acworth GA PD,"Acworth GA PD (Flex),Acworth GA PD",Paulding County GA SO
Laurens County GA SO,Laurens County GA SO,Paulding County GA SO
Auburn GA PD,Auburn GA PD,Paulding County GA SO
South Fulton GA PD,South Fulton GA PD,Paulding County GA SO
Sumter County GA SO,"Sumter County GA School District ,Sumter County GA SO",Paulding County GA SO
Mattoon IL PD,Mattoon IL PD,Paulding County GA SO
Fairfield County SC SO,"Fairfield County SC SO,Fairfield County SC SO (Flex)",Paulding County GA SO
Worth County GA SO,Worth County GA SO,Paulding County GA SO
Collierville TN PD,"Collierville TN PD,Collierville TN PD FLEX",Paulding County GA SO
Bartow County GA SO,"Bartow County GA SO,Bartow County GA SO Flex",Paulding County GA SO
Dunwoody GA PD,"Dunwoody GA PD Flex,Dunwoody GA PD,Dunwoody GA PD - Car Crash Pilot,Dunwoody GA Parks,Dunwoody GA PD Wing Live",Paulding County GA SO
McIntosh County GA SO,"McIntosh County GA SO ,McIntosh County (GA) (Condors)",Paulding County GA SO
Lee County GA SO,Lee County GA SO,Paulding County GA SO
Rincon GA PD,Rincon GA PD,Paulding County GA SO
Union Pacific Railroad PD,Union Pacific RR PD (Flex),
Bowdon GA PD,"Bowdon GA PD,Bowdon GA PD (CONDOR)",
Lufkin TX PD,Lufkin PD TX,Paulding County GA SO
Horizon TX PD,Horizon TX PD,
Dream Finders Home (GA),"Fern Dale (GA),Creekbend Overlook (GA),Stonewall Station (GA),Harris Creek (GA)",
Hall County GA SO,"Hall County GA SO Demo Condors,Hall County GA SO,Hall CO GA SO - Wing LVI,Hall County GA SO - Wing LV",Paulding County GA SO
Fulshear TX PD,Fulshear TX PD,
Lyons GA PD,"Lyons GA PD,Lyons GA PD (Condor)",Paulding County GA SO
Union County SC SO,"Union County SO SC (Flex),Union County SC SO",Paulding County GA SO
Houston TX PD,"Houston PD (TX) â€“ Spring Branch MgmtD,Houston PD (TX) â€“ Southwest MgmtD,Houston PD (TX) - Energy Corridor
MgmtD,Houston PD (TX) â€“ HCTX MUD 150,Midtown Municipal Management District TX ,Houston PD (TX) â€“ Brays Oaks
MgmtD,Houston PD (TX) â€“ HCTX MUD 390,Houston PD (TX) â€“ EADO MgmtD,Houston PD (TX),Houston PD (TX) â€“ Gulfton
MgmtD,Houston PD (TX) â€“ HCTX ID 18,Houston PD (TX) - Houston Housing Authority,Houston PD (TX) â€“ HCTX MUD
404,Westchase Municipal Management District (TX),Houston PD (TX) â€“ Hobby Area MgmtD,Houston PD (TX) â€“ International
MgmtD,Houston PD (TX) â€“ Flex Cams,Southwest Houston Redevelopment Authority TX,Houston PD (TX) â€“ Uptown Houston
MgmtD,Houston PD (TX) â€“ HCTX MUD 390 (Condors)",Paulding County GA SO
Snyder TX PD,Snyder TX PD,
Henry County GA PD,"Henry County GA PD,Henry County GA PD Wing DOT Cams,Henry County GA - Wing LVI (Redspeed),Henry County GA PD - Wing,Henry
County GA PD - Condor,Henry County GA PD - Raven",Paulding County GA SO
Florissant MO PD,Florissant MO PD,Paulding County GA SO
Anna TX PD,"Anna TX PD,Anna TX PD - Falcon Flex",Paulding County GA SO
Bessemer City NC PD,Bessemer City NC PD,
Gwinnett County GA SO,"Gwinnett County GA SO (Falcon Flex) ,Gwinnett County Sheriff's Office (GA),Gwinnett County SO - NPF LPR Study (GA)",Paulding County GA SO
Daytona Beach Shores FL PD,Daytona Beach Shores FL PD,
St. Francois County MO SO,St. Francois County MO SO,Paulding County GA SO
Rockwood TN PD,Rockwood TN PD,Paulding County GA SO
Clayton GA PD,"Clayton GA PD (Condors),Clayton GA PD",Paulding County GA SO
Cleveland County NC SO,Cleveland County NC SO,Paulding County GA SO
Eufaula AL PD,Eufaula AL PD,Paulding County GA SO
McDonough GA PD,"McDonough GA PD - Raven,McDonough GA PD (Condor),McDonough GA PD,McDonough GA PD - RedSpeed",Paulding County GA SO
Johnston County NC SO,Johnston County NC SO,Paulding County GA SO
High Springs FL PD,"High Springs FL PD Flex,High Springs FL PD - Redspeed,High Springs FL PD",
Muscle Shoals AL PD,"Muscle Shoals AL Walmart,Muscle Shoals AL PD",Paulding County GA SO
Cairo GA PD,"Cairo GA PD (Condor),Cairo GA PD",Paulding County GA SO
Meriwether County GA SO,"Meriwether County GA SO,Meriwether County GA SO (FLEX)",Paulding County GA SO
Montezuma GA PD,Montezuma GA PD,Paulding County GA SO
Heflin AL PD,Heflin AL PD,Paulding County GA SO
Woodstock GA PD,"Woodstock GA PD - Wing (RedSpeed),Woodstock GA PD",Paulding County GA SO
Lafayette County MS SO,"Lafayette County MS SO (Flex),Lafayette County MS SO",Paulding County GA SO
Orange County FL SO,Orange County FL SO,
Crisp County GA SO,"GA-Crisp County SO Wing,Crisp County GA SO,Crisp County GA SO Condor",Paulding County GA SO
York County SC SO,York County SC SO,Paulding County GA SO
Elbert County GA SO,Elbert County GA SO,Paulding County GA SO
GA - Georgia Piedmont Technical College,"GA - Georgia Piedmont Technical College (RAVEN),Georgia Piedmont Technical College Campus PD",Paulding County GA SO
Broward County FL SO,"City of Deerfield Beach,City of Tamarac (FL),Broward County FL SO",Paulding County GA SO
O'Fallon MO PD,"O'Fallon MO PD,O'Fallon MO PD (Flex)",Paulding County GA SO
Southside AL PD,Southside AL PD,Paulding County GA SO
Hamilton County IN SO,"Hamilton County IN SO (Condors),Hamilton County IN SO (Community Cameras),Hamilton County IN SO (Trailers),Hamilton County
IN SO (Flex)",Paulding County GA SO
Baldwin County GA SO,"Baldwin County GA SO - RedSpeed,Baldwin County GA SO (Flex),Baldwin County GA SO,Baldwin County GA SO - Annex",Paulding County GA SO
Craven County NC SO,Craven County NC SO,Paulding County GA SO
Pasco County FL SO,Pasco County FL SO,
Pittsboro IN PD,Pittsboro IN PD,Paulding County GA SO
Hillsborough County FL SO,"Hillsborough County FL SO,Hillsborough County Pierce Garage IB ,Hillsborough County FL SO (Flex)",Paulding County GA SO
Moultrie GA PD,"Moultrie GA PD ,Moultrie GA PD - Raven,Moultrie GA PD (Condors)",Paulding County GA SO
Rabun County GA SO,"Rabun County GA SO ,Rabun County GA SO (Flex)",Paulding County GA SO
Cedartown GA PD,"Cedartown GA PD - Redspeed,Cedartown GA PD,Cedartown GA PD Condor",Paulding County GA SO
Duluth GA PD,"Duluth GA PD,Duluth GA PD - RedSpeed",Paulding County GA SO
Lumpkin County SO GA,Lumpkin County SO (GA),Paulding County GA SO
Hamilton County TN SO,Hamilton County TN SO,Paulding County GA SO
Hapeville GA PD,"Hapeville GA PD,Hapeville GA PD - Redspeed",Paulding County GA SO
Escambia County FL SO,Escambia County FL SO,Paulding County GA SO
Shelbyville TN PD,Shelbyville TN PD,Paulding County GA SO
Paris TX PD,Paris TX PD,Paulding County GA SO
Valdosta GA PD,"Valdosta GA PD,Valdosta GA PD (falcon flex)",Paulding County GA SO
Mount Pleasant SC PD,"Mount Pleasant SC PD,Mount Pleasant SC PD (Flex)",Paulding County GA SO
Clayton NC PD,"Clayton NC PD (Flex),Clayton NC PD",Paulding County GA SO
Smithfield NC PD,Smithfield PD (NC),Paulding County GA SO
Sterling Heights MI PD,Sterling Heights MI PD,Paulding County GA SO
Jackson County GA SO,Jackson County GA SO,Paulding County GA SO
Upson County GA SO,Upson County GA SO,Paulding County GA SO
Milton GA PD,"Milton GA PD,Milton GA PD (Flex)",Paulding County GA SO
Heard County GA SO,Heard County GA SO,Paulding County GA SO
White House TN PD,White House TN PD (LPR),Paulding County GA SO
Meriwether,Meriwether,
Killeen TX PD,Killeen PD TX,Paulding County GA SO
Douglas County GA SO,Douglas County GA SO,Paulding County GA SO
Gainesville GA PD,"Gainesville PD (GA) Flex,Gainesville GA PD",Paulding County GA SO
Hardeeville SC PD,"Hardeeville SC PD (Flex),Hardeeville SC PD",Paulding County GA SO
MS - Philadelphia PD,Philadelphia PD Falcon Cams (MS),Paulding County GA SO
Crawfordsville IN PD,Crawfordsville IN PD,Paulding County GA SO
Kennesaw GA PD,Kennesaw GA PD,Paulding County GA SO
Pooler GA PD,Pooler GA PD,Paulding County GA SO
Sugar Hill GA PD,"Sugar Hill GA PD,Sugar Hill GA PD (Flex)",Paulding County GA SO
Lee County SC SO,"Lee County SC SO,Lee County SC SO (Flex)",Paulding County GA SO
Chatsworth GA PD,Chatsworth GA PD,Paulding County GA SO
Watkinsville GA PD,Watkinsville GA PD,Paulding County GA SO
Baker County GA SO,"Baker County GA SO (CONDOR),Baker County GA SO",Paulding County GA SO
Texarkana TX PD,Texarkana TX PD,
Double Springs AL PD,Double Springs AL PD,
TX - Irion County SO,Irion County SO (TX),
Colquitt County GA SO,"Colquitt County GA SO,Colquitt County GA SO (Flex)",Paulding County GA SO
Orange Beach AL PD,Orange Beach AL PD,Paulding County GA SO
Center Point AL PD,Center Point AL,
Douglasville GA PD,"Douglasville GA PD,Douglasville GA PD (Live Video)",Paulding County GA SO
Molena GA PD,Molena GA PD,Paulding County GA SO
Maiden NC PD,Maiden NC PD,
Fannin County GA SO,"Fannin County GA SO,Fannin County GA SO (FLEX)",Paulding County GA SO
Davie County NC SO,Davie County NC SO,Paulding County GA SO
Brighton AL PD,Brighton AL PD,
Waveland MS PD,Waveland PD (MS),
Monon IN PD,Monon IN PD,Paulding County GA SO
Prosper TX PD,Prosper TX PD,
Sale City GA PD,"Sale City GA PD,Sale City GA PD (Flex)",Paulding County GA SO
Echols County GA SO,Echols County GA SO,Paulding County GA SO
Cambridge City IN PD,Cambridge City IN PD,Paulding County GA SO
LaGrange GA PD,"LaGrange GA PD,LaGrange GA PD - Redspeed",Paulding County GA SO
Grantville GA PD,Grantville GA PD,Paulding County GA SO
Hopkinsville KY PD,Hopkinsville KY PD,Paulding County GA SO
Boynton Beach FL PD,"Boynton Beach FL PD - Raven,Boynton Beach FL PD DFR,Boynton Beach FL PD",Paulding County GA SO
Calhoun County SC SO,Calhoun County SC SO,Paulding County GA SO
Polk County FL SO,"Polk County FL SO,Polk County FL SO - Axon,Polk County FL SO (LR)",Paulding County GA SO
WakeMed Campus PD and Public Safety (NC),WakeMed Campus PD & Public Safety (NC),Paulding County GA SO
Rockmart GA PD,Rockmart GA PD,Paulding County GA SO
Floyd County GA PD,"Floyd County GA PD (Flex),Floyd County GA PD,Floyd County GA PD - RedSpeed,Floyd County GA PD (SpotGenius - Parking)",Paulding County GA SO
Lavonia GA PD,Lavonia GA PD,Paulding County GA SO
East Tennessee State University TN Campus PD,East Tennessee State University TN Campus PD,Paulding County GA SO
Wilkinson County GA SO,Wilkinson County GA SO,Paulding County GA SO
Round Rock TX PD,"Round Rock TX PD,Round Rock TX PD (Falcon Flex)",Paulding County GA SO
Bryan County GA SO,Bryan County GA SO,Paulding County GA SO
Marta PD GA,Marta PD (GA),Paulding County GA SO
Treasure Island FL PD,Treasure Island FL PD,
Hunter's Glen - Dallas (GA),Hunter's Glen - Dallas (GA),
Florida City FL PD,Florida City FL PD,
Polk County TX SO,Polk County TX SO,
Oak Ridge TN PD,Oak Ridge TN PD,Paulding County GA SO
Town of Rutherford College (NC),Town of Rutherford College (NC),Paulding County GA SO
Peachtree City GA PD,Peachtree City GA PD,Paulding County GA SO
Sardis City AL PD,Sardis City AL PD,Paulding County GA SO
Newton County GA SO,Newton County GA SO,Paulding County GA SO
Fort Oglethorpe GA PD,Fort Oglethorpe GA PD,Paulding County GA SO
Charleston SC PD,Charleston SC PD,Paulding County GA SO
Dodge County GA SO,Dodge County GA SO,Paulding County GA SO
Mount Holly NC PD,Mt Holly NC PD,Paulding County GA SO
Liberty County GA SO,Liberty County GA SO,Paulding County GA SO
Harris County Const TX Pct 1,Harris County TX MUD No. 119,
MS - Flowood PD,Flowood MS PD (LPR),Paulding County GA SO
Fort Stockton TX PD,Fort Stockton TX PD,
Fulton MS PD,Fulton MS PD,Paulding County GA SO
Knox County TN SO,Knox County TN SO,Paulding County GA SO
Coweta County GA SO,Coweta County GA SO,Paulding County GA SO
Moncks Corner SC PD,"Moncks Corner SC PD (Flex),Moncks Corner SC PD",Paulding County GA SO
Richmond TX PD,Richmond TX PD,
Hancock County GA SO,Hancock County GA SO,Paulding County GA SO
Galveston TX PD,Galveston TX PD (LPR),
Panama City Beach FL PD,Panama City Beach FL PD,Paulding County GA SO
Lancaster County SC SO,"Lancaster County SC SO,Lancaster County SC SO (Flex)",Paulding County GA SO
Fayetteville GA PD,Fayetteville GA PD,Paulding County GA SO
Gwinnett County School PD,Gwinnett County School PD,Paulding County GA SO
Cook County GA SO,Cook County GA SO,Paulding County GA SO
Statesboro GA PD,"Statesboro GA PD (Flex),Statesboro GA PD (Raven),Statesboro GA PD",Paulding County GA SO
Oakwood GA PD,Oakwood GA PD,Paulding County GA SO
Tift County GA SO,Tift County GA SO,Paulding County GA SO
Commerce GA PD,Commerce GA PD,Paulding County GA SO
Garner NC PD,Garner NC PD,Paulding County GA SO
Trousdale County TN SO,Trousdale County TN SO,Paulding County GA SO
Savannah PD - GA,"Savannah GA PD (Flex),Savannah Code Compliance,Savannah GA PD",Paulding County GA SO
Dyer County TN SO,Dyer County TN SO,Paulding County GA SO
Pembroke GA PD,Pembroke GA PD,
Senoia GA PD,"Senoia GA PD,Senoia Ga PD (Live Video)",Paulding County GA SO
Johnson County TX SO,"Johnson County TX SO (WingLPR),Johnson County TX SO (Flex)",Paulding County GA SO
Palm Beach County FL SO,Palm Beach County FL SO,Paulding County GA SO
Remerton GA PD,Remerton GA PD,Paulding County GA SO
Pocahontas AR PD,Pocahontas AR PD,
Miami-Dade FL SO,"Miami-Dade FL SO,Miami Dade FL SO Flex Network,Miami-Dade FL SO (Flex),Miami-Dade FL SO - NPF LPR Study",Paulding County GA SO
Hancock County IN SO,Hancock County IN SO,Paulding County GA SO
Cumming GA PD,Cumming GA PD,Paulding County GA SO
